-999,-61,-63,-64.5,-44,-53,-63,-32,-51,1.5,1.5,0,940.5,2,1.5,-3.5,-14.5,-5.5,-6.5,-28,-9,
-60.5,-999,-46.5,-67.5,-53,-66,-70.5,-57.5,-62.5,1.5,-5.5,4,2,940.5,-12,9,-5.5,7.5,4.5,-2.5,2.5,
-60,-46.5,-999,-60,-63,-58,-62.5,-57,-65.5,1.5,-5,7,1.5,-12,940.5,1.5,2,-1.5,3,-5,5,
-55,-67.5,-61.5,-999,-65,-64,-74,-55.5,-69.5,1.5,-4.5,7,-3.5,9,3,940.5,5,5.5,15.5,-4.5,9.5,
-44,-53.5,-60.5,-63.5,-999,-63.5,-51,-52,-65,1.5,-14.5,9,-14.5,-5,2,5,940.5,5,-12.5,-8,-3.85731e-15,
-63,-68.5,-57,-68.5,-63.5,-999,-61.5,-42.5,-64,1.5,-17.5,7,4.5,10,-1.5,10,5,940.5,3,-17.5,4,
-52,-63,-61.5,-76.5,-46,-62,-999,-48.5,-52.5,1.5,-13,7,-6.5,4.5,3,18,-12.5,3.5,940.5,-13,-7.5,
-38,-57.5,-53.5,-58,-52.5,-44.5,-45.5,-999,-41,1.5,-28,9,-20.5,-1,-5,-0.5,-6,-14,-13,939,-19,
-54.5,-61,-63.5,-73,-58.5,-63,-53,-41,-999,1.5,-19,7,-4,2.5,5,14.5,-3.85731e-15,4.5,-5.5,-19,939,

-999,-65.5,-82,-61,-54.5,-53.5,-70.5,-64.5,-66.5,1.5,1.5,0,940.5,0.9,7.7,-16.5,-18.5,-34.9,-8.5,6,8,
-65.5,-999,-54,-60,-54,-72.5,-79.5,-68.5,-69,-5.5,-19,4,7,934.4,-20.3,-17.5,-19,-15.9,0.5,4.4,3.9,
-77.5,-54,-999,-61.5,-57.5,-71.5,-999,-83.5,-69,-4.7,-15.8,4,19,-10.6,924.7,-16,-15.8,-16.9,920,8.7,-4.3,
-62.5,-62,-62,-999,-42.5,-56,-70.5,-68,-65.5,-4.6,-37,4,4,-2.6,-12.3,921.5,-37,-32.4,-8.5,-10,-12.5,
-54,-54,-58.5,-40.5,-999,-46,-70.5,-60.5,-55.5,-14.3,-42.4,5,-4.5,-10.6,-15.8,-37,926,-42.4,-8.5,-12.5,-17,
-52,-72,-73,-55,-46,-999,-87.5,-60,-62,-17.5,-34.9,9,-6.5,7.4,-1.3,-22.5,-27,910.6,0.1,-28.4,-26.4,
-73,-80.5,-999,-70.5,-71,-88.5,-999,-86.5,-70,-13,-10,8,14.5,15.9,924.7,-7,-2,0.1,920,6.5,-10,
-65.5,-69,-83,-67.5,-60.5,-60,-85.5,-999,-65.5,-28.4,-12.5,4,7,4.4,8.7,-10,-12.5,-28.4,6.5,940.5,7,
-67,-68.5,-70,-65,-56,-62,-69,-66,-999,-19,-17,4,8.5,3.9,-4.3,-12.5,-17,-26.4,-10,7.5,940.5,

-999,-88.5,-89.5,-89.5,-999,-88.5,-89.5,-88.5,-88.5,1.5,1.5,0,940.5,-5.4,-4.4,-4.4,928.9,-6,12,6,8,
-64.5,-999,-54,-60.5,-54,-71.5,-85,-70,-72.5,-19,-16.1,4,6,905.1,-39.9,-33.4,-16.1,-22.4,8,-22.9,-23.4,
-81,-54,-999,-61.5,-57.5,-69,-80.5,-82.5,-69,-15.8,-24.9,5,22.5,-39.9,905.1,-32.4,-12.6,-24.9,3.5,-10.9,-24.9,
