-999,-51,-62,-42.5,-46.5,-66,-80.5,-62,-65,1.5,1.5,0,940.5,-9.5,2.5,-16,-14,7,22,2,5,
-49,-999,-55.5,-67,-53.5,-73,-999,-68.5,-69.5,1.5,-9.5,9,-9.5,940.5,-3.5,8.5,-5,14.5,26,8.5,9.5,
-61,-55,-999,-56,-61,-61,-999,-72.5,-86.5,1.5,-3.5,1,2.5,-3.5,940.5,-2.5,2.5,2.5,19.5,12.5,26.5,
-42.5,-67.5,-57.5,-999,-42.5,-47,-999,-57.5,-57,1.5,-16,9,-16,9,-1,940.5,-17.5,-11.5,13.5,-2.5,-3,
-44.5,-54,-61,-41,-999,-76,-999,-63,-61.5,1.5,-14,9,-14,-4.5,2.5,-17.5,940.5,17,12,3,1.5,
-65.5,-73,-61.5,-48,-75.5,-999,-999,-62.5,-76.5,1.5,-11.5,3,7,14.5,3,-10.5,17,940.5,15.5,2.5,16.5,
-80.5,-84.5,-78,-72,-70.5,-74,-999,-80.5,-68,1.5,8,8,22,26,19.5,13.5,12,15.5,940.5,20.5,8,
-60.5,-68.5,-72.5,-56.5,-62.5,-62,-999,-999,-81,1.5,-2.5,3,2,10,14,-2,4,3.5,940.5,939,21,
-63.5,-69.5,-86.5,-56,-60.5,-76.5,-999,-81,-999,1.5,-3,3,5,11,28,-2.5,2,18,940.5,21,939,

-999,-62,-62,-61.5,-62.5,-61.5,-62,-62,-62,1.5,1.5,0,940.5,-14,-12,-16.5,-15,-1.2,-1.1,3.5,3.5,
-47.5,-999,-56.5,-64.5,-51.5,-79,-78.5,-71.5,-68.5,-9.7,-24.5,4,-11,923,-19.5,-11.5,-24.5,12,3.5,-4.5,-7.5,
-59.5,-56.5,-999,-54,-73.5,-60.5,-79,-78,-91,-3.5,-19.5,1,1,-19.5,925,-18,-1,-13,5.5,4,18.5,
-42,-64.5,-56,-999,-42.5,-49,-79.5,-57.5,-58,-16,-16.5,9,-16.5,-11.5,-18,927.7,-30.3,-26.3,9.2,-14.3,-14.8,
-43.5,-51.5,-73,-41,-999,-68.5,-69.5,-66,-58.5,-14,-30.3,3,-15,-24.5,-1,-30.3,940.5,5.8,6.4,7,-3.85731e-15,
-62.5,-88,-61,-45,-69.5,-999,-75,-60.5,-69.5,-11.3,-26.3,3,4,12,-13,-26.3,11,936.3,11.8,-2.7,6.8,
-68.5,-79.5,-79.5,-80.5,-69.5,-74.5,-999,-87,-64.5,1.5,-1.1,9,10,3.5,5.5,9.2,11,11.8,935.9,23.4,1.4,
-63.5,-71.5,-78,-57,-65.5,-60,-86.5,-999,-81,-2.7,-14.3,3,5,-4.5,4,-14.3,7,-2.7,23.4,940.5,22.5,
-63,-68.5,-92.5,-56.5,-59,-69.5,-64.5,-81,-999,-3.1,-14.8,3,4.5,-7.5,18.5,-14.8,0.5,6.8,1.4,22.5,940.5,

-999,-67,-81.5,-67,-67,-67,-75.5,-66.5,-66,1.5,1.5,0,940.5,-9.5,-9.6,-19.3,-14.5,-7.3,0.7,-3.2,2.5,
-49.5,-999,-61,-80.5,-66.5,-79.5,-79.5,-79,-78.5,-24.8,-30.1,2,-9,922.5,-30.1,-5.8,-15,5,4.7,6,2.5,
-62.5,-66,-66,-71.5,-84.5,-71,-71.5,-71,-70.5,-19.7,-29.6,4,4,-10.5,-25.1,-17.6,-29.6,-9.6,-8.6,-9.1,-12.1,
-42,-74,-73.5,-999,-60.5,-61,-61.5,-62.5,-62,-16.5,-19.3,9,-16.5,-2.5,-17.6,912.7,-24.8,-20.3,-13.3,-12.3,-13.8,
-44,-61.5,-61.5,-61.5,-999,-61,-61.5,-61,-61,-31.1,-24.8,3,-14.5,-15,-29.6,-24.8,937.7,-13.3,-13.3,-8.7,-2.5,
-60,-81.5,-81.5,-66,-76.5,-66,-66,-66,-66,-26.3,-20.3,3,1.5,5,-9.6,-20.3,15.2,-8.3,-8.8,-3.7,-1.8,
-72,-999,-82.5,-999,-88,-999,-72,-78.5,-76,-1.3,-13.3,3,13.5,922.5,-8.6,912.7,26.7,924.7,-2.8,-0.3,-2.3,
-66,-82.5,-82,-74,-80,-74,-74.5,-75,-75,-14.3,-12.3,3,7.5,6,-9.1,-12.3,18.7,-0.3,-0.3,5.3,2.8,
-62,-79,-79,-72.5,-71,-72.5,-72.5,-72.5,-72,-14.8,-13.8,3,3.5,2.5,-12.1,-13.8,9.7,-1.8,-2.3,2.8,8.5,

-999,-85,-74.5,-75,-75,-74.5,-74,-73,-71.5,1.5,1.5,0,940.5,-13,-10.3,-12.5,-14.5,2.2,0.2,-11.8,-8.2,
-45.5,-86,-999,-87.5,-87.5,-87,-79.5,-88,-87,-29.5,-13,9,-13,7,-9,0.5,-14.5,-10,5.7,-1.5,-2,
-60.5,-70,-999,-70.5,-71,-71.5,-72.5,-71.5,-71.5,-29.5,-13.3,7,2,-9,914.2,-12.3,-7.8,-0.8,-1.3,-13.3,-8.2,
-46,-79.5,-72.5,-999,-79.5,-78.5,-71.5,-76,-73.5,-19,-12.5,9,-12.5,0.5,-12.3,918.7,-15.8,-11.3,-2.3,-8.8,-6.2,
-44,-64.5,-77,-64.5,-64,-64.5,-65.5,-64,-64,-24.8,-14.5,9,-14.5,-14.5,-7.8,-15.8,-9.3,-7.8,-8.3,-20.8,-15.7,
-74,-69,-87,-69,-68.5,-68,-79,-68,-67.5,-20.3,-16.8,7,15.5,-10,2.2,-11.3,-4.8,-4.3,5.2,-16.8,-12.2,
-71.5,-999,-91.5,-92.5,-90,-89,-999,-88,-88,-13.3,-10.3,8,13,920,6.7,12.2,16.7,16.7,925.2,2.2,-10.3,
